1.40707944,0.957135172
1.80228324,0.9385394
2.32769868,0.919056302
2.9920827,0.868146106
3.38995164,0.840255621
4.1750289,0.821653503
4.57226328,0.795976045
5.4453159,0.742495353
4.9692438,0.771183797
6.54320568,0.7207014
6.93879018,0.700777812
7.31762232,0.739278135
7.5968286,0.671997885
8.5116099,0.654278863
14.3949936,0.53113938
17.13013632,0.510071205
20.33071584,0.497404917
22.98109404,0.5000174
26.48805168,0.50659937
29.73483984,0.514070782
33.50101512,0.523082852
38.41033704,0.533758208
40.90385208,0.539559987
44.4096675,0.550125406
47.52675168,0.556713723
50.64345516,0.564629855
53.6308353,0.570335075
57.11223288,0.575412611
59.99527872,0.582403079
63.11255328,0.588327487
65.83976394,0.594922149
70.12646856,0.601491428
73.11384876,0.607196648
76.361208,0.612676336
78.6998778,0.614629987
82.46624346,0.622978148
85.58370834,0.628238648
88.70117328,0.633499148
91.9487229,0.638314927
95.06599746,0.644239335
97.79466762,0.645744035
102.4711188,0.652749574
106.3683307,0.657997383
109.4857956,0.663257883
114.5520568,0.670478379
117.6702832,0.673083247
121.5673046,0.678994964
124.815235,0.682482927
127.4138839,0.684211044
130.9212223,0.689465199
133.9613217,0.692602462
138.715646,0.699960816
142.6136194,0.702552993
145.3419723,0.705164206
148.8493106,0.71041836
152.2016134,0.712488294
154.3060165,0.715640786
159.6327644,0.720865328
164.4396811,0.72609833
169.1164495,0.731997356
172.2348663,0.733938315
174.9632192,0.736549529
178.601023,0.740031146
181.1996719,0.741759264
186.2665042,0.746988036
190.2426046,0.749047816
192.5033377,0.750869955
196.5306343,0.755673043
199.1292832,0.75740116
202.6366216,0.762655315
205.365736,0.762610896
208.9513537,0.766801528
211.2123152,0.767826976
216.6690211,0.773049403
219.3981354,0.773004983
222.9054738,0.778259138
225.2447147,0.778221064
12.74479512,0.552335594
11.59055586,0.577745005
10.72249626,0.605102884
9.56769696,0.632465429
2.61145932,0.892344274
0.8680596,0.972450775
0.86189916,0.99393525
